,year,to_country,performer,song,place_final,points_final
1163,2010,Ukraine,Alyosha,Sweet People,10.0,108.0
1164,2010,Russia,Peter Nalitch & Friends,Lost And Forgotten,11.0,90.0
1165,2010,France,Jessy Matador,Allez Olla Olé,12.0,82.0
1166,2010,Serbia,Milan Stanković,Ovo Je Balkan,13.0,72.0
1167,2010,Israel,Harel Skaat,Milim,14.0,71.0
1168,2010,Spain,Daniel Diges,Algo Pequeñito,15.0,68.0
1169,2010,Albania,Juliana Pasha,It's All About You,16.0,62.0
1170,2010,Bosnia & Herzegovina,Vukašin Brajić,Thunder and Lightning,17.0,51.0
1171,2010,Portugal,Filipa Azevedo,Há Dias Assim,18.0,43.0
1172,2010,Iceland,Hera Björk,Je Ne Sais Quoi,19.0,41.0
1173,2010,Norway,Didrik Solli-Tangen,My Heart Is Yours,20.0,35.0
1174,2010,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,21.0,27.0
1175,2010,Moldova,Sunstroke Project & Olia Tira,Run Away,22.0,27.0
1176,2010,Ireland,Niamh Kavanagh,It's For You,23.0,25.0
1177,2010,Belarus,3+2,Butterflies,24.0,18.0
1178,2010,United Kingdom,Josh,That Sounds Good To Me,25.0,10.0
1179,2010,Sweden,Anna Bergendahl,This Is My Life,,
1180,2010,Finland,Kuunkuiskaajat,Työlki Ellää,,
1181,2010,Lithuania,InCulto,Eastern European Funk,,
1182,2010,Malta,Thea Garrett,My Dream,,
1183,2010,Poland,Marcin Mroziński,Legenda,,
1184,2010,Estonia,Malcolm Lincoln,Siren,,
1185,2010,North Macedonia,Gjoko Taneski,Jas Ja Imam Silata,,
1186,2010,Croatia,Feminnem,Lako Je Sve,,
1187,2010,Netherlands,Sieneke,Ik Ben Verliefd (Sha-la-lie),,
1188,2010,Slovakia,Kristina Pelakova,Horehronie,,
1189,2010,Bulgaria,Miro,Angel Si Ti,,
1190,2010,Latvia,Aisha,What For?,,
1191,2010,Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni Rock,,
1192,2010,Switzerland,Michael von der Heide,Il Pleut de L'Or,,
1193,2011,Azerbaijan,Ell/Nikki,Running Scared,1.0,221.0
1194,2011,Italy,Raphael Gualazzi,Madness Of Love,2.0,189.0
1195,2011,Sweden,Eric Saade,Popular,3.0,185.0
1196,2011,Ukraine,Mika Newton,Angel,4.0,159.0
1197,2011,Denmark,A Friend In London,New Tomorrow,5.0,134.0
1198,2011,Bosnia & Herzegovina,Dino Merlin,Love In Rewind,6.0,125.0
1199,2011,Greece,Loucas Yiorkas feat. Stereo Mike,Watch My Dance,7.0,120.0
1200,2011,Ireland,Jedward,Lipstick,8.0,119.0
1201,2011,Georgia,Eldrine,One More Day,9.0,110.0
1202,2011,Germany,Lena,Taken By A Stranger,10.0,107.0
1203,2011,United Kingdom,Blue,I Can,11.0,100.0
1204,2011,Moldova,Zdob și Zdub,So Lucky,12.0,97.0
1205,2011,Slovenia,Maja Keuc,No One,13.0,96.0
1206,2011,Serbia,Nina,Čaroban,14.0,85.0
1207,2011,France,Amaury Vassili,Sognu,15.0,82.0
1208,2011,Russia,Alexej Vorobjov,Get You,16.0,77.0
1209,2011,Romania,Hotel FM,Change,17.0,77.0
1210,2011,Austria,Nadine Beiler,The Secret Is Love,18.0,64.0
1211,2011,Lithuania,Evelina Sašenko,C'est Ma Vie,19.0,63.0
1212,2011,Iceland,Sjonni's Friends,Coming Home,20.0,61.0
1213,2011,Finland,Paradise Oskar,Da Da Dam,21.0,57.0
1214,2011,Hungary,Kati Wolf,What About My Dreams?,22.0,53.0
1215,2011,Spain,Lucía Pérez,Que Me Quiten Lo Bailao,23.0,50.0
1216,2011,Estonia,Getter Jaani,Rockefeller Street,24.0,44.0
1217,2011,Switzerland,Anna Rossinelli,In Love For A While,25.0,19.0
1218,2011,Malta,Glen Vella,One Life,,
1219,2011,Armenia,Emmy,Boom Boom,,
1220,2011,Belgium,Witloof Bay,With Love Baby,,
1221,2011,Turkey,Yüksek Sadakat,Live It Up,,
1222,2011,Albania,Aurela Gaçe,Feel The Passion,,
1223,2011,Bulgaria,Poli Genova,Na Inat,,
1224,2011,Slovakia,TWiiNS,I'm Still Alive,,
1225,2011,Belarus,Anastasiya Vinnikova,I Love Belarus,,
1226,2011,Croatia,Daria,Celebrate,,
1227,2011,Israel,Dana International,Ding Dong,,
1228,2011,North Macedonia,Vlatko Ilievski,Rusinka,,
1229,2011,San Marino,Senit,Stand By,,
1230,2011,Norway,Stella Mwangi,Haba Haba,,
1231,2011,Latvia,Musiqq,Angel In Disguise,,
1232,2011,Portugal,Homens Da Luta,Luta É Alegria,,
1233,2011,Poland,Magdalena Tul,Jestem,,
1234,2011,Cyprus,Christos Mylordos,San Aggelos S'agapisa,,
1235,2011,Netherlands,3JS,Never Alone,,
1236,2012,Sweden,Loreen,Euphoria,1.0,372.0
1237,2012,Russia,Buranovskiye Babushki,Party For Everybody,2.0,259.0
1238,2012,Serbia,Željko Joksimović,Nije Ljubav Stvar,3.0,214.0
1239,2012,Azerbaijan,Sabina Babayeva,When The Music Dies,4.0,150.0
1240,2012,Albania,Rona Nishliu,Suus,5.0,146.0
1241,2012,Estonia,Ott Lepland,Kuula,6.0,120.0
1242,2012,Turkey,Can Bonomo,Love Me Back,7.0,112.0
1243,2012,Germany,Roman Lob,Standing Still,8.0,110.0
1244,2012,Italy,Nina Zilli,L'Amore È Femmina (Out Of Love),9.0,101.0
1245,2012,Spain,Pastora Soler,Quédate Conmigo,10.0,97.0
1246,2012,Moldova,Pasha Parfeny,Lăutar,11.0,81.0
1247,2012,Romania,Mandinga,Zaleilah,12.0,71.0
1248,2012,North Macedonia,Kaliopi,Crno I Belo,13.0,71.0
1249,2012,Lithuania,Donny Montell,Love Is Blind,14.0,70.0
1250,2012,Ukraine,Gaitana,Be My Guest,15.0,65.0
1251,2012,Cyprus,Ivi Adamou,La La Love,16.0,65.0
1252,2012,Greece,Eleftheria Eleftheriou,Aphrodisiac,17.0,64.0
1253,2012,Bosnia & Herzegovina,Maya Sar,Korake Ti Znam,18.0,55.0
1254,2012,Ireland,Jedward,Waterline,19.0,46.0
1255,2012,Iceland,Greta Salóme & Jónsi,Never Forget,20.0,46.0
1256,2012,Malta,Kurt Calleja,This Is The Night,21.0,41.0
1257,2012,France,Anggun,Echo (You And I),22.0,21.0
1258,2012,Denmark,Soluna Samay,Should've Known Better,23.0,21.0
1259,2012,Hungary,Compact Disco,Sound Of Our Hearts,24.0,19.0
1260,2012,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,25.0,12.0
1261,2012,Norway,Tooji,Stay,26.0,7.0
1262,2012,Bulgaria,Sofi Marinova,Love Unlimited,,
1263,2012,Switzerland,Sinplus,Unbreakable,,
1264,2012,Croatia,Nina Badrić,Nebo,,
1265,2012,Finland,Pernilla,När Jag Blundar,,
1266,2012,Portugal,Filipa Sousa,Vida Minha,,
1267,2012,Georgia,Anri Jokhadze,I'm A Joker,,
1268,2012,Netherlands,Joan Franka,You And Me,,
1269,2012,Belarus,Litesound,We Are The Heroes,,
1270,2012,Israel,Izabo,Time,,
1271,2012,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),,
1272,2012,Slovenia,Eva Boto,Verjamem,,
1273,2012,Slovakia,Max Jason Mai,Don't Close Your Eyes,,
1274,2012,Montenegro,Rambo Amadeus,Euro Neuro,,
1275,2012,Latvia,Anmary,Beautiful Song,,
1276,2012,Belgium,Iris,Would You?,,
1277,2012,Austria,Trackshittaz,Woki Mit Deim Popo,,
1278,2013,Denmark,Emmelie de Forest,Only Teardrops,1.0,281.0
1279,2013,Azerbaijan,Farid Mammadov,Hold Me,2.0,234.0
1280,2013,Ukraine,Zlata Ognevich,Gravity,3.0,214.0
1281,2013,Norway,Margaret Berger,I Feed You My Love,4.0,191.0
1282,2013,Russia,Dina Garipova,What If,5.0,174.0
1283,2013,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,6.0,152.0
1284,2013,Italy,Marco Mengoni,L'Essenziale,7.0,126.0
1285,2013,Malta,Gianluca,Tomorrow,8.0,120.0
1286,2013,Netherlands,Anouk,Birds,9.0,114.0
1287,2013,Hungary,ByeAlex,Kedvesem,10.0,84.0
1288,2013,Moldova,Aliona Moon,O Mie,11.0,71.0
1289,2013,Belgium,Roberto Bellarosa,Love Kills,12.0,71.0
1290,2013,Romania,Cezar,It's My Life,13.0,65.0
1291,2013,Sweden,Robin Stjernberg,You,14.0,62.0
1292,2013,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,15.0,50.0
1293,2013,Belarus,Alyona Lanskaya,Solayoh,16.0,48.0
1294,2013,Iceland,Eythor Ingi,Ég Á Líf,17.0,47.0
1295,2013,Armenia,Dorians,Lonely Planet,18.0,41.0
1296,2013,United Kingdom,Bonnie Tyler,Believe In Me,19.0,23.0
1297,2013,Estonia,Birgit,Et Uus Saaks Alguse,20.0,19.0
1298,2013,Germany,Cascada,Glorious,21.0,18.0
1299,2013,Lithuania,Andrius Pojavis,Something,22.0,17.0
1300,2013,France,Amandine Bourgeois,L'enfer Et Moi,23.0,14.0
1301,2013,Finland,Krista Siegfrids,Marry Me,24.0,13.0
1302,2013,Spain,ESDM,Contigo Hasta El Final (With You Until The End),25.0,8.0
1303,2013,Ireland,Ryan Dolan,Only Love Survives,26.0,5.0
1304,2013,Serbia,Moje 3,Ljubav Je Svuda,,
1305,2013,San Marino,Valentina Monetta,Crisalide (Vola),,
1306,2013,Bulgaria,"Elitsa Todorova, Stoyan Yankulov",Samo Shampioni,,
1307,2013,Montenegro,Who See,Igranka,,
1308,2013,Switzerland,Takasa,You And Me,,
1309,2013,Croatia,Klapa s mora,Mižerja,,
1310,2013,Israel,Moran Mazor,Rak Bishvilo,,
1311,2013,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,,
1312,2013,Austria,Natália Kelly,Shine,,
1313,2013,North Macedonia,Esma & Lozano,Pred Da Se Razdeni,,
1314,2013,Latvia,PeR,Here We Go,,
1315,2013,Cyprus,Despina Olympiou,An Me Thimasai,,
1316,2013,Slovenia,Hannah,Straight Into Love,,
1317,2014,Austria,Conchita Wurst,Rise Like a Phoenix,1.0,290.0
1318,2014,Netherlands,The Common Linnets,Calm After The Storm,2.0,238.0
1319,2014,Sweden,Sanna Nielsen,Undo,3.0,218.0
1320,2014,Armenia,Aram MP3,Not Alone,4.0,174.0
1321,2014,Hungary,András Kállay-Saunders,Running,5.0,143.0
1322,2014,Ukraine,Mariya Yaremchuk,Tick - Tock,6.0,113.0
1323,2014,Russia,Tolmachevy Sisters,Shine,7.0,89.0
1324,2014,Norway,Carl Espen,Silent Storm,8.0,88.0
1325,2014,Denmark,Basim,Cliche Love Song,9.0,74.0
1326,2014,Spain,Ruth Lorenzo,Dancing in the rain,10.0,74.0
1327,2014,Finland,Softengine,Something Better,11.0,72.0
1328,2014,Romania,Paula Seling & OVI,Miracle,12.0,72.0
1329,2014,Switzerland,Sebalter,Hunter Of Stars,13.0,64.0
1330,2014,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,14.0,62.0
1331,2014,Iceland,Pollapönk,No Prejudice,15.0,58.0
1332,2014,Belarus,Teo,Cheesecake,16.0,43.0
1333,2014,United Kingdom,Molly,Children of the Universe,17.0,40.0
1334,2014,Germany,Elaiza,Is It Right,18.0,39.0
1335,2014,Montenegro,Sergej Ćetković,Moj Svijet,19.0,37.0
1336,2014,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,20.0,35.0
1337,2014,Italy,Emma,La Mia Città,21.0,33.0
1338,2014,Azerbaijan,Dilara Kazimova,Start A Fire,22.0,33.0
1339,2014,Malta,Firelight,Coming Home,23.0,32.0
1340,2014,San Marino,Valentina Monetta,Maybe (Forse),24.0,14.0
1341,2014,Slovenia,Tinkara Kovač,Round and Round,25.0,9.0
1342,2014,France,TWIN TWIN,Moustache,26.0,2.0
1343,2014,Portugal,Suzy,Quero Ser Tua,,
1344,2014,Lithuania,Vilija Matačiūnaitė,Attention,,
1345,2014,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,,
1346,2014,Estonia,Tanja,Amazing,,
1347,2014,North Macedonia,Tijana,To the Sky,,
1348,2014,Latvia,Aarzemnieki,Cake To Bake,,
1349,2014,Belgium,Axel Hirsoux,Mother,,
1350,2014,Albania,Hersi,One Night's Anger,,
1351,2014,Israel,Mei Finegold,Same Heart,,
1352,2014,Georgia,The Shin and Mariko,Three Minutes To Earth,,
1353,2014,Moldova,Cristina Scarlat,Wild Soul,,
1354,2015,Sweden,Måns Zelmerlöw,Heroes,1.0,365.0
1355,2015,Russia,Polina Gagarina,A Million Voices,2.0,303.0
1356,2015,Italy,Il Volo,Grande Amore,3.0,292.0
1357,2015,Belgium,Loïc Nottet,Rhythm Inside,4.0,217.0
1358,2015,Australia,Guy Sebastian,Tonight Again,5.0,196.0
1359,2015,Latvia,Aminata Savadogo,Love Injected,6.0,186.0
1360,2015,Estonia,Elina Born & Stig Rästa,Goodbye to Yesterday,7.0,106.0
1361,2015,Norway,Mørland & Debrah Scarlett,A Monster Like Me,8.0,102.0
1362,2015,Israel,Nadav Guedj,Golden Boy,9.0,97.0
1363,2015,Serbia,Bojana Stamenov,Beauty Never Lies,10.0,53.0
1364,2015,Georgia,Nina Sublatti,Warrior,11.0,51.0
1365,2015,Azerbaijan,Elnur Hüseynov,Hour Of The Wolf,12.0,49.0
1366,2015,Montenegro,Knez,Adio,13.0,44.0
1367,2015,Slovenia,Maraaya,Here for You,14.0,39.0
1368,2015,Romania,Voltaj,De La Capăt / All Over Again,15.0,35.0
1369,2015,Armenia,Genealogy,Face The Shadow,16.0,34.0
1370,2015,Albania,Elhaida Dani,I'm Alive,17.0,34.0
1371,2015,Lithuania,Monika & Vaidas,This Time,18.0,30.0
1372,2015,Greece,Maria Elena Kyriakou,One Last Breath,19.0,23.0
1373,2015,Hungary,Boggie,Wars For Nothing,20.0,19.0
1374,2015,Spain,Edurne,Amanecer,21.0,15.0
1375,2015,Cyprus,John Karayiannis,One Thing I Should Have Done,22.0,11.0
1376,2015,Poland,Monika Kuszyńska,In The Name Of Love,23.0,10.0
1377,2015,United Kingdom,Electro Velvet,Still in Love with You,24.0,5.0
1378,2015,France,Lisa Angell,N’oubliez pas,25.0,4.0
1379,2015,Austria,The Makemakes,I Am Yours,26.0,0.0
1380,2015,Germany,Ann Sophie,Black Smoke,27.0,0.0
1381,2015,Moldova,Eduard Romanyuta,I Want Your Love,,
1382,2015,Malta,Amber,Warrior,,
1383,2015,Belarus,Uzari & Maimuna,Time,,
1384,2015,Ireland,Molly Sterling,Playing With Numbers,,
1385,2015,Denmark,Anti Social Media,The Way You Are,,
1386,2015,Netherlands,Trijntje Oosterhuis,Walk Along,,
1387,2015,Czech Republic,Marta Jandová & Václav Noid Bárta,Hope Never Dies,,
1388,2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,,
1389,2015,Portugal,Leonor Andrade,Há um mar que nos Separa,,
1390,2015,Iceland,María Ólafsdóttir,Unbroken,,
1391,2015,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,,
1392,2015,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,,
1393,2015,Switzerland,Mélanie René,Time To Shine,,
1394,2016,Ukraine,Jamala,1944,1.0,534.0
1395,2016,Australia,Dami Im,Sound of Silence,2.0,511.0
1396,2016,Russia,Sergey Lazarev,You Are the Only One,3.0,491.0
1397,2016,Bulgaria,Poli Genova,If Love Was a Crime,4.0,307.0
1398,2016,Sweden,Frans,If I Were Sorry,5.0,261.0
1399,2016,France,Amir,J'ai Cherché,6.0,257.0
1400,2016,Armenia,Iveta Mukuchyan,LoveWave,7.0,249.0
1401,2016,Poland,Michał Szpak,Color of Your Life,8.0,229.0
1402,2016,Lithuania,Donny Montell,I've Been Waiting for This Night,9.0,200.0
1403,2016,Belgium,Laura Tesoro,What's the Pressure,10.0,181.0
1404,2016,Netherlands,Douwe Bob,Slow Down,11.0,153.0
1405,2016,Malta,Ira Losco,Walk on Water,12.0,153.0
1406,2016,Austria,Zoë,Loin d'ici,13.0,151.0
1407,2016,Israel,Hovi Star,Made of Stars,14.0,135.0
1408,2016,Latvia,Justs,Heartbeat,15.0,132.0
1409,2016,Italy,Francesca Michielin,No Degree of Separation,16.0,124.0
1410,2016,Azerbaijan,Samra,Miracle,17.0,117.0
1411,2016,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),18.0,115.0
1412,2016,Hungary,Freddie,Pioneer,19.0,108.0
1413,2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,20.0,104.0
1414,2016,Cyprus,Minus One,Alter Ego,21.0,96.0
1415,2016,Spain,Barei,Say Yay!,22.0,77.0
1416,2016,Croatia,Nina Kraljić,Lighthouse,23.0,73.0
1417,2016,United Kingdom,Joe & Jake,You're Not Alone,24.0,62.0
1418,2016,Czech Republic,Gabriela Gunčíková,I Stand,25.0,41.0
1419,2016,Germany,Jamie-Lee Kriewitz,Ghost,26.0,11.0
1420,2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav Je,,
1421,2016,North Macedonia,Kaliopi,Dona,,
1422,2016,Belarus,Ivan,Help You Fly,,
1423,2016,San Marino,Serhat,I Didn't Know,,
1424,2016,Norway,Agnete,Icebreaker,,
1425,2016,Montenegro,Highway,The Real Thing,,
1426,2016,Slovenia,ManuElla,Blue and Red,,
1427,2016,Iceland,Greta Salóme,Hear Them Calling,,
1428,2016,Finland,Sandhja,Sing It Away,,
1429,2016,Ireland,Nicky Byrne,Sunlight,,
1430,2016,Albania,Eneda Tarifa,Fairytale,,
1431,2016,Greece,Argo,Utopian Land,,
1432,2016,Denmark,Lighthouse X,Soldiers of Love,,
1433,2016,Moldova,Lidia Isac,Falling Stars,,
1434,2016,Switzerland,Rykka,The Last of Our Kind,,
1435,2016,Estonia,Jüri Pootsmann,Play,,
1436,2017,Portugal,Salvador Sobral,Amar Pelos Dois,1.0,758.0
1437,2017,Bulgaria,Kristian Kostov,Beautiful Mess,2.0,615.0
1438,2017,Moldova,Sunstroke Project,Hey Mamma,3.0,374.0
1439,2017,Belgium,Blanche,City Lights,4.0,363.0
1440,2017,Sweden,Robin Bengtsson,I Can't Go On,5.0,344.0
1441,2017,Italy,Francesco Gabbani,Occidentali's Karma,6.0,334.0
1442,2017,Romania,Ilinca feat. Alex Florea,Yodel It!,7.0,282.0
1443,2017,Hungary,Joci Pápai,Origo,8.0,200.0
1444,2017,Australia,Isaiah Firebrace,Don't Come Easy,9.0,173.0
1445,2017,Norway,Jowst,Grab the Moment,10.0,158.0
1446,2017,Netherlands,OG3NE,Lights And Shadows,11.0,150.0
1447,2017,France,Alma,Requiem,12.0,135.0
1448,2017,Croatia,Jacques Houdek,My Friend,13.0,128.0
1449,2017,Azerbaijan,Dihaj,Skeletons,14.0,120.0
1450,2017,United Kingdom,Lucie Jones,Never Give Up on You,15.0,111.0
1451,2017,Austria,Nathan Trent,Running On Air,16.0,93.0
1452,2017,Belarus,Naviband,Historyja Majho Zyccia,17.0,83.0
1453,2017,Armenia,Artsvik,Fly With Me,18.0,79.0
1454,2017,Greece,Demy,This is Love,19.0,77.0
1455,2017,Denmark,Anja,Where I Am,20.0,77.0
1456,2017,Cyprus,Hovig,Gravity,21.0,68.0
1457,2017,Poland,Kasia Moś,Flashlight,22.0,64.0
1458,2017,Israel,Imri Ziv,I Feel Alive,23.0,39.0
1459,2017,Ukraine,O.Torvald,Time,24.0,36.0
1460,2017,Germany,Levina,Perfect Life,25.0,6.0
1461,2017,Spain,Manel Navarro,Do It for Your Lover,26.0,5.0
1462,2017,Georgia,Tamara Gachechiladze,Keep The Faith,,
1463,2017,Serbia,Tijana Bogićević,In Too Deep,,
1464,2017,Switzerland,Timebelle,Apollo,,
1465,2017,Finland,Norma John,Blackbird,,
1466,2017,Ireland,Brendan Murray,Dying To Try,,
1467,2017,Estonia,Koit Toome & Laura,Verona,,
1468,2017,Czech Republic,Martina Bárta,My Turn,,
1469,2017,Albania,Lindita,World,,
1470,2017,North Macedonia,Jana Burčeska,Dance Alone,,
1471,2017,Iceland,Svala,Paper,,
1472,2017,Montenegro,Slavko Kalezić,Space,,
1473,2017,Malta,Claudia Faniello,Breathlessly,,
1474,2017,Lithuania,Fusedmarc,Rain Of Revolution,,
1475,2017,Slovenia,Omar Naber,On My Way,,
1476,2017,Latvia,Triana Park,Line,,
1477,2017,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,,
1478,2018,Israel,Netta Barzilai,Toy,1.0,529.0
1479,2018,Cyprus,Eleni Foureira,Fuego,2.0,436.0
1480,2018,Austria,Cesár Sampson,Nobody But You,3.0,342.0
1481,2018,Germany,Michael Schulte,You Let Me Walk Alone,4.0,340.0
1482,2018,Italy,Ermal Meta & Fabrizio Moro,Non Mi Avete Fatto Niente,5.0,308.0
1483,2018,Czech Republic,Mikolas Josef,Lie To Me,6.0,281.0
1484,2018,Sweden,Benjamin Ingrosso,Dance You Off,7.0,274.0
1485,2018,Estonia,Elina Nechayeva,La Forza,8.0,245.0
1486,2018,Denmark,Rasmussen,Higher Ground,9.0,226.0
1487,2018,Moldova,DoReDos,My Lucky Day,10.0,209.0
1488,2018,Albania,Eugent Bushpepa,Mall,11.0,184.0
1489,2018,Lithuania,Ieva Zasimauskaitė,When We're Old,12.0,181.0
1490,2018,France,Madame Monsieur,Mercy,13.0,173.0
1491,2018,Bulgaria,Equinox,Bones,14.0,166.0
1492,2018,Norway,Alexander Rybak,That's How You Write a Song,15.0,144.0
1493,2018,Ireland,Ryan O'Shaughnessy,Together,16.0,136.0
1494,2018,Ukraine,Mélovin,Under the Ladder,17.0,130.0
1495,2018,Netherlands,Waylon,Outlaw In 'Em,18.0,121.0
1496,2018,Serbia,Sanja Ilić & Balkanika,Nova Deca,19.0,113.0
1497,2018,Australia,Jessica Mauboy,We Got Love,20.0,99.0
1498,2018,Hungary,AWS,Viszlát Nyár,21.0,93.0
1499,2018,Slovenia,Lea Sirk,"Hvala, ne!",22.0,64.0
1500,2018,Spain,Amaia & Alfred,Tu Canción,23.0,61.0
1501,2018,United Kingdom,SuRie,Storm,24.0,48.0
1502,2018,Finland,Saara Aalto,Monsters,25.0,46.0
1503,2018,Portugal,Cláudia Pascoal,O Jardim,26.0,39.0
1504,2018,Romania,The Humans,Goodbye,,
1505,2018,Latvia,Laura Rizzotto,Funny Girl,,
1506,2018,Malta,Christabelle,Taboo,,
1507,2018,Azerbaijan,Aisel,X My Heart,,
1508,2018,Belgium,Sennek,A Matter of Time,,
1509,2018,Switzerland,Zibbz,Stones,,
1510,2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,,
1511,2018,Greece,Yianna Terzi,Oniro Mou,,
1512,2018,Armenia,Sevak Khanagyan,Qami,,
1513,2018,Russia,Julia Samoylova,I Won't Break,,
1514,2018,Belarus,Alekseev,Forever,,
1515,2018,Croatia,Franka,Crazy,,
1516,2018,Montenegro,Vanja Radovanović,Inje,,
1517,2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,,
1518,2018,Georgia,Ethno-Jazz Band Iriao,For You,,
1519,2018,North Macedonia,Eye Cue,Lost And Found,,
1520,2018,Iceland,Ari Ólafsson,Our Choice,,
1521,2019,Netherlands,Duncan Laurence,Arcade,1.0,498.0
1522,2019,Italy,Mahmood,Soldi,2.0,472.0
1523,2019,Russia,Sergey Lazarev,Scream,3.0,370.0
1524,2019,Switzerland,Luca Hänni,She Got Me,4.0,364.0
1525,2019,Sweden,John Lundvik,Too Late for Love,5.0,334.0
1526,2019,Norway,KEiiNO,Spirit in the Sky,6.0,331.0
1527,2019,North Macedonia,Tamara Todevska,Proud,7.0,305.0
1528,2019,Azerbaijan,Chingiz,Truth,8.0,302.0
1529,2019,Australia,Kate Miller-Heidke,Zero Gravity,9.0,284.0
1530,2019,Iceland,Hatari,Hatrið mun sigra,10.0,232.0
1531,2019,Czech Republic,Lake Malawi,Friend of a Friend,11.0,157.0
1532,2019,Denmark,Leonora,Love Is Forever,12.0,120.0
1533,2019,Cyprus,Tamta,Replay,13.0,109.0
1534,2019,Malta,Michela Pace,Chameleon,14.0,107.0
1535,2019,Slovenia,Zala Kralj & Gašper Šantl,Sebi,15.0,105.0
1536,2019,France,Bilal Hassani,Roi,16.0,105.0
1537,2019,Albania,Jonida Maliqi,Ktheju Tokës,17.0,90.0
1538,2019,Serbia,Nevena Božović,Kruna,18.0,89.0
1539,2019,San Marino,Serhat,Say Na Na Na,19.0,77.0
1540,2019,Estonia,Victor Crone,Storm,20.0,76.0
1541,2019,Greece,Katerine Duska,Better Love,21.0,74.0
1542,2019,Spain,Miki,La Venda,22.0,54.0
1543,2019,Israel,Kobi Marimi,Home,23.0,35.0
1544,2019,Belarus,Zena,Like It,24.0,31.0
1545,2019,Germany,S!sters,Sister,25.0,24.0
1546,2019,United Kingdom,Michael Rice,Bigger Than Us,26.0,11.0
1547,2019,Poland,Tulia,Pali się,,
1548,2019,Hungary,Joci Pápai,Az én apám,,
1549,2019,Lithuania,Jurij Veklenko,Run with the Lions,,
1550,2019,Moldova,Anna Odobescu,Stay,,
1551,2019,Belgium,Eliot,Wake Up,,
1552,2019,Romania,Ester Peony,On a Sunday,,
1553,2019,Georgia,Oto Nemsadze,Keep on Going,,
1554,2019,Croatia,Roko,The Dream,,
1555,2019,Portugal,Conan Osíris,Telemóveis,,
1556,2019,Latvia,Carousel,That Night,,
1557,2019,Armenia,Srbuk,Walking Out,,
1558,2019,Montenegro,D mol,Heaven,,
1559,2019,Finland,Darude feat. Sebastian Rejman,Look Away,,
1560,2019,Austria,Pænda,Limits,,
1561,2019,Ireland,Sarah McTernan,22,,
1562,2020,France,Tom Leeb,The Best in Me,,
1563,2020,Germany,Ben Dolic,Violent Thing,,
1564,2020,Italy,Diodato,Fai rumore,,
1565,2020,Netherlands,Jeangu Macrooy,Grow,,
1566,2020,Spain,Blas Cantó,Universo,,
1567,2020,United Kingdom,James Newman,My Last Breath,,
1568,2020,Australia,Montaigne,Don't Break Me,,
1569,2020,Belarus,VAL,Da vidna,,
1570,2020,Ireland,Lesley Roy,Story Of My Life,,
1571,2020,Lithuania,The Roop,On Fire,,
1572,2020,North Macedonia,Vasil,You,,
1573,2020,Russia,Little Big,Uno,,
1574,2020,Slovenia,Ana Soklič,Voda,,
1575,2020,Sweden,The Mamas,Move,,
1576,2020,Azerbaijan,Samira Efendi,Cleopatra,,
1577,2020,Belgium,Hooverphonic,Release Me,,
1578,2020,Croatia,Damir Kedžo,Divlji vjetre,,
1579,2020,Cyprus,Sandro Nicolas,Running,,
1580,2020,Israel,Eden Alene,Feker Libi,,
1581,2020,Malta,Destiny,All Of My Love,,
1582,2020,Norway,Ulrikke Brandstorp,Attention,,
1583,2020,Romania,Roxen,Alcohol You,,
1584,2020,Ukraine,Go_A,Solovey,,
1585,2020,Austria,Vincent Bueno,Alive,,
1586,2020,Czech Republic,Benny Cristo,Kemama,,
1587,2020,Estonia,Uku Suviste,What Love Is,,
1588,2020,Greece,Stefania,Superg!rl​,,
1589,2020,Iceland,Daði & Gagnamagnið,Think About Things,,
1590,2020,Moldova,Natalia Gordienko,Prison,,
1591,2020,Poland,Alicja Szemplińska,Empires,,
1592,2020,San Marino,Senhit,Freaky!,,
1593,2020,Serbia,Hurricane,Hasta la vista,,
1594,2020,Albania,Arilena Ara,Fall From The Sky,,
1595,2020,Armenia,Athena Manoukian,Chains On You,,
1596,2020,Bulgaria,Victoria,Tears Getting Sober,,
1597,2020,Denmark,Ben & Tan,Yes,,
1598,2020,Finland,Aksel Kankaanranta,Looking Back,,
